User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1002148,P00058242,F,18-25,0,B,0,1,3,4,12,13651
1002148,P00110742,F,18-25,0,B,0,1,1,2,8,19190
1002148,P00208742,F,18-25,0,B,0,1,1,6,16,7687
1002148,P00157642,F,18-25,0,B,0,1,1,14,16,15497
1002148,P00260042,F,18-25,0,B,0,1,5,8,,7076
1002148,P00036342,F,18-25,0,B,0,1,5,8,,5420
1002148,P00170642,F,18-25,0,B,0,1,5,8,,6951
1002148,P00356742,F,18-25,0,B,0,1,5,,,8565
1002149,P00084842,M,26-35,0,C,2,0,8,16,,9716
1002150,P00157542,F,18-25,4,C,4+,0,8,14,,7926
1002150,P00184942,F,18-25,4,C,4+,0,1,8,17,19695
1002151,P00108442,M,55+,13,C,2,1,5,,,1882
1002153,P00299442,M,18-25,16,B,3,0,3,4,,13236
1002153,P00021742,M,18-25,16,B,3,0,5,,,8804
1002153,P00250542,M,18-25,16,B,3,0,4,5,,2835
1002153,P00059442,M,18-25,16,B,3,0,6,8,16,20488
1002153,P00126042,M,18-25,16,B,3,0,8,14,,10022
1002153,P00241542,M,18-25,16,B,3,0,1,6,,8032
1002153,P00242742,M,18-25,16,B,3,0,1,2,9,15694
1002153,P00173842,M,18-25,16,B,3,0,1,2,15,15254
1002153,P00325742,M,18-25,16,B,3,0,2,9,,15893
1002153,P00111542,M,18-25,16,B,3,0,2,17,,16336
1002153,P00126442,M,18-25,16,B,3,0,7,,,16841
1002153,P00022842,M,18-25,16,B,3,0,5,,,3588
1002153,P00196042,M,18-25,16,B,3,0,4,9,15,2868
1002153,P00183042,M,18-25,16,B,3,0,15,16,,16971
1002153,P00043242,M,18-25,16,B,3,0,5,,,6993
1002153,P00302542,M,18-25,16,B,3,0,5,,,3724
1002153,P00192542,M,18-25,16,B,3,0,1,2,9,12049
1002153,P00183642,M,18-25,16,B,3,0,4,5,9,2763
1002154,P00323942,M,26-35,12,C,1,1,8,15,,9755
1002155,P00103442,F,0-17,10,C,1,0,11,,,7548
1002155,P00035742,F,0-17,10,C,1,0,11,,,7387
1002155,P00359442,F,0-17,10,C,1,0,11,,,7398
1002155,P00226242,F,0-17,10,C,1,0,11,15,,6026
1002156,P00293842,M,18-25,19,C,4+,0,1,2,9,19012
1002156,P0095842,M,18-25,19,C,4+,0,3,4,12,8325
1002156,P00215442,M,18-25,19,C,4+,0,15,16,,16662
1002156,P00152742,M,18-25,19,C,4+,0,5,,,5150
1002156,P00000142,M,18-25,19,C,4+,0,3,4,5,8400
1002156,P00021742,M,18-25,19,C,4+,0,5,,,7093
1002156,P00170542,M,18-25,19,C,4+,0,5,8,,7090
1002156,P00028042,M,18-25,19,C,4+,0,1,16,,15205
1002156,P00303542,M,18-25,19,C,4+,0,5,,,8640
1002156,P00038442,M,18-25,19,C,4+,0,1,,,4286
1002157,P00187442,F,18-25,3,C,0,0,2,4,5,16379
1002157,P00028842,F,18-25,3,C,0,0,6,8,,20630
1002157,P00182442,F,18-25,3,C,0,0,5,11,,6870
1002157,P00245642,F,18-25,3,C,0,0,5,11,12,7062
1002157,P00051442,F,18-25,3,C,0,0,8,17,,9877
1002157,P00032842,F,18-25,3,C,0,0,8,,,2030
1002157,P00034842,F,18-25,3,C,0,0,5,14,,7035
1002157,P0096942,F,18-25,3,C,0,0,3,4,,10834
1002158,P00349942,M,26-35,12,A,1,1,1,5,,11514
1002158,P00201442,M,26-35,12,A,1,1,1,6,8,12070
1002158,P00114042,M,26-35,12,A,1,1,5,14,,8713
1002159,P00287442,F,51-55,14,A,3,1,8,,,9840
1002160,P00313542,F,18-25,19,C,3,0,5,8,,8790
1002161,P00304942,F,36-45,2,C,2,1,6,8,,12235
1002161,P00117442,F,36-45,2,C,2,1,5,14,,3609
1002161,P00054342,F,36-45,2,C,2,1,7,,,16590
1002161,P00034842,F,36-45,2,C,2,1,5,14,,3469
1002161,P00283142,F,36-45,2,C,2,1,13,14,16,747
1002162,P00324942,F,0-17,10,C,2,0,5,,,7046
1002162,P00369042,F,0-17,10,C,2,0,8,16,,9712
1002162,P00113642,F,0-17,10,C,2,0,8,,,9827
1002162,P00302942,F,0-17,10,C,2,0,8,,,7850
1002162,P00048442,F,0-17,10,C,2,0,5,14,,8697
1002162,P00044442,F,0-17,10,C,2,0,1,16,,19373
1002162,P00234742,F,0-17,10,C,2,0,8,,,7874
1002162,P00034742,F,0-17,10,C,2,0,5,14,17,8757
1002163,P00152942,M,18-25,0,C,0,1,5,,,1848
1002163,P00162442,M,18-25,0,C,0,1,1,16,,15814
1002163,P00140742,M,18-25,0,C,0,1,1,15,,15470
1002163,P00035942,M,18-25,0,C,0,1,1,5,18,19293
1002163,P00146142,M,18-25,0,C,0,1,1,2,15,3833
1002164,P00339542,M,36-45,0,B,3,0,1,,,8291
1002164,P00110942,M,36-45,0,B,3,0,1,2,,19335
1002164,P00346142,M,36-45,0,B,3,0,1,15,,15594
1002164,P00182142,M,36-45,0,B,3,0,1,5,6,15487
1002164,P00127442,M,36-45,0,B,3,0,1,2,15,15882
1002164,P00015842,M,36-45,0,B,3,0,1,14,16,15769
1002164,P00184442,M,36-45,0,B,3,0,1,6,8,11962
1002164,P00145742,M,36-45,0,B,3,0,1,2,,15326
1002164,P00145642,M,36-45,0,B,3,0,1,8,17,15192
1002164,P00070342,M,36-45,0,B,3,0,1,2,14,15535
1002164,P00320742,M,36-45,0,B,3,0,1,4,9,11979
1002164,P00221942,M,36-45,0,B,3,0,1,8,,11831
1002164,P00233042,M,36-45,0,B,3,0,1,8,,12093
1002164,P00249642,M,36-45,0,B,3,0,3,5,,13477
1002164,P00251242,M,36-45,0,B,3,0,5,11,,7113
1002164,P00251342,M,36-45,0,B,3,0,5,11,,3518
1002164,P00179442,M,36-45,0,B,3,0,11,,,6174
1002164,P00086342,M,36-45,0,B,3,0,8,,,7791
1002164,P00195842,M,36-45,0,B,3,0,3,4,8,10797
1002164,P00188542,M,36-45,0,B,3,0,5,8,14,5290
1002164,P00313242,M,36-45,0,B,3,0,8,,,9823
1002164,P00308342,M,36-45,0,B,3,0,5,8,,7075
1002164,P00235642,M,36-45,0,B,3,0,8,16,,7920
1002164,P00002242,M,36-45,0,B,3,0,6,8,16,15983
1002164,P00324642,M,36-45,0,B,3,0,8,,,7935
1002164,P00326842,M,36-45,0,B,3,0,5,8,,5455
1002165,P00114342,M,26-35,7,C,4+,1,1,8,17,7669
1002165,P00274142,M,26-35,7,C,4+,1,1,,,15518
1002165,P00145042,M,26-35,7,C,4+,1,1,2,5,15208
1002165,P00270942,M,26-35,7,C,4+,1,1,2,15,15543
1002165,P00073842,M,26-35,7,C,4+,1,1,15,17,15368
1002165,P00345742,M,26-35,7,C,4+,1,1,2,15,19573
1002165,P00356042,M,26-35,7,C,4+,1,1,15,,11915
1002165,P0097242,M,26-35,7,C,4+,1,1,16,,15255
1002165,P00125042,M,26-35,7,C,4+,1,11,,,7369
1002165,P00268442,M,26-35,7,C,4+,1,8,17,,7923
1002165,P00117542,M,26-35,7,C,4+,1,18,,,3008
1002166,P00142442,M,0-17,10,C,1,0,4,8,,1372
1002166,P00145042,M,0-17,10,C,1,0,1,2,5,15751
1002166,P00078642,M,0-17,10,C,1,0,4,5,,2151
1002166,P00135842,M,0-17,10,C,1,0,5,14,,5225
1002166,P00070742,M,0-17,10,C,1,0,5,,,6867
1002166,P00016942,M,0-17,10,C,1,0,5,,,6955
1002166,P00066242,M,0-17,10,C,1,0,1,2,5,8270
1002166,P00157642,M,0-17,10,C,1,0,1,14,16,19293
1002166,P00147742,M,0-17,10,C,1,0,1,16,,15791
1002166,P00015542,M,0-17,10,C,1,0,1,2,13,11908
1002166,P00258742,M,0-17,10,C,1,0,5,,,8593
1002166,P00274242,M,0-17,10,C,1,0,1,,,19370
1002166,P00199442,M,0-17,10,C,1,0,5,9,,6858
1002167,P00114942,F,26-35,6,B,0,1,1,15,16,18964
1002167,P00184242,F,26-35,6,B,0,1,9,15,,23329
1002167,P00342142,F,26-35,6,B,0,1,11,15,16,7524
1002167,P00059742,F,26-35,6,B,0,1,1,11,15,15801
1002167,P00264542,F,26-35,6,B,0,1,2,15,16,6982
1002167,P00333742,F,26-35,6,B,0,1,11,15,,1514
1002168,P00289942,M,0-17,10,B,4+,0,3,4,5,11019
1002168,P00212942,M,0-17,10,B,4+,0,5,,,5176
1002168,P00022542,M,0-17,10,B,4+,0,5,,,8586
1002168,P00021142,M,0-17,10,B,4+,0,5,,,8809
1002168,P00045342,M,0-17,10,B,4+,0,1,5,17,19205
1002168,P00137242,M,0-17,10,B,4+,0,5,,,7184
1002168,P00205442,M,0-17,10,B,4+,0,5,8,14,3649
1002168,P00354242,M,0-17,10,B,4+,0,5,,,1883
1002168,P00147442,M,0-17,10,B,4+,0,1,5,,15420
1002168,P00285842,M,0-17,10,B,4+,0,5,,,8722
1002169,P00117442,M,0-17,0,C,3,0,5,14,,6860
1002170,P00271242,F,51-55,16,C,2,1,8,14,,7761
1002170,P00188942,F,51-55,16,C,2,1,8,,,9850
1002171,P00145042,M,36-45,0,A,3,0,1,2,5,11707
1002171,P00085942,M,36-45,0,A,3,0,2,4,8,16406
1002171,P00025442,M,36-45,0,A,3,0,1,2,9,11796
1002171,P00112242,M,36-45,0,A,3,0,5,8,14,8688
1002172,P00160242,M,18-25,20,B,2,0,11,,,3181
1002172,P00266642,M,18-25,20,B,2,0,1,8,9,7956
1002172,P00320842,M,18-25,20,B,2,0,1,4,9,8270
1002172,P00018042,M,18-25,20,B,2,0,15,16,,4307
1002172,P00210042,M,18-25,20,B,2,0,8,14,,9734
1002172,P00014642,M,18-25,20,B,2,0,8,14,17,7911
1002172,P00337542,M,18-25,20,B,2,0,5,14,,5476
1002172,P00295342,M,18-25,20,B,2,0,2,8,,9701
1002172,P00217442,M,18-25,20,B,2,0,1,2,11,11972
1002172,P00213742,M,18-25,20,B,2,0,8,,,5824
1002172,P00302342,M,18-25,20,B,2,0,8,,,7954
1002172,P00146442,M,18-25,20,B,2,0,8,,,4210
1002172,P00052942,M,18-25,20,B,2,0,5,,,3692
1002172,P00244342,M,18-25,20,B,2,0,11,,,4696
1002172,P00100442,M,18-25,20,B,2,0,2,4,5,9597
1002172,P00211142,M,18-25,20,B,2,0,5,,,5202
1002172,P00201342,M,18-25,20,B,2,0,1,2,9,11985
1002173,P00282642,M,51-55,13,C,1,0,5,,,5386
1002173,P00270842,M,51-55,13,C,1,0,5,,,6978
1002173,P00158742,M,51-55,13,C,1,0,5,8,,3730
1002173,P00106642,M,51-55,13,C,1,0,7,,,12932
1002173,P00044442,M,51-55,13,C,1,0,1,16,,15650
1002173,P00028842,M,51-55,13,C,1,0,6,8,,4577
1002173,P00126142,M,51-55,13,C,1,0,8,16,,8099
1002173,P00129342,M,51-55,13,C,1,0,1,5,15,3888
1002174,P00012142,M,51-55,12,B,1,1,5,,,8658
1002174,P00075542,M,51-55,12,B,1,1,8,13,,5971
1002174,P00003242,M,51-55,12,B,1,1,8,15,,3889
1002175,P00010842,M,26-35,4,C,2,0,8,16,,7919
1002175,P00209842,M,26-35,4,C,2,0,5,8,,5362
1002175,P00117942,M,26-35,4,C,2,0,5,15,,7067
1002175,P00042142,M,26-35,4,C,2,0,1,2,6,11723
1002175,P00171542,M,26-35,4,C,2,0,2,5,14,13179
1002175,P00237542,M,26-35,4,C,2,0,1,15,16,19288
1002175,P00003242,M,26-35,4,C,2,0,8,15,,9933
1002175,P00140742,M,26-35,4,C,2,0,1,15,,19707
1002175,P00276842,M,26-35,4,C,2,0,5,14,,6974
1002175,P00312742,M,26-35,4,C,2,0,15,,,21074
1002176,P00114742,M,0-17,19,B,1,0,8,,,9939
1002176,P00151742,M,0-17,19,B,1,0,8,15,16,9862
1002176,P00174542,M,0-17,19,B,1,0,11,15,,5995
1002176,P00110842,M,0-17,19,B,1,0,1,2,5,15197
1002176,P00213742,M,0-17,19,B,1,0,8,,,6186
1002176,P00286642,M,0-17,19,B,1,0,11,14,,6060
1002177,P00112442,F,36-45,20,C,3,1,6,8,,7992
1002177,P00324742,F,36-45,20,C,3,1,2,9,14,6710
1002177,P00101942,F,36-45,20,C,3,1,8,17,,3932
1002177,P00015642,F,36-45,20,C,3,1,8,16,17,10077
1002177,P00210042,F,36-45,20,C,3,1,8,14,,8093
1002178,P00049542,M,46-50,14,C,4+,0,8,,,7873
1002178,P00212242,M,46-50,14,C,4+,0,8,,,9980
1002178,P00074342,M,46-50,14,C,4+,0,5,,,8594
1002178,P00053042,M,46-50,14,C,4+,0,5,14,16,6935
1002178,P00367042,M,46-50,14,C,4+,0,8,,,9914
1002179,P00330342,F,26-35,0,C,1,1,5,11,16,3623
1002179,P00051442,F,26-35,0,C,1,1,8,17,,10020
1002179,P00014542,F,26-35,0,C,1,1,8,,,4029
1002179,P00265242,F,26-35,0,C,1,1,5,8,,5156
1002179,P00135742,F,26-35,0,C,1,1,6,8,,11999
1002179,P00029242,F,26-35,0,C,1,1,8,,,6146
1002179,P00148642,F,26-35,0,C,1,1,6,10,13,12409
1002179,P00142942,F,26-35,0,C,1,1,1,2,16,11916
1002179,P00248542,F,26-35,0,C,1,1,8,16,,5855
1002179,P00151142,F,26-35,0,C,1,1,6,16,,12596
1002180,P00057642,M,26-35,12,B,3,1,1,15,16,15448
1002180,P00116242,M,26-35,12,B,3,1,8,15,,8098
1002180,P00183842,M,26-35,12,B,3,1,4,9,12,1478
1002180,P00113242,M,26-35,12,B,3,1,1,6,8,19367
1002180,P0097242,M,26-35,12,B,3,1,1,16,,8065
1002180,P00277942,M,26-35,12,B,3,1,1,,,19120
1002180,P00085442,M,26-35,12,B,3,1,12,14,,733
1002180,P00176842,M,26-35,12,B,3,1,12,14,,1060
1002180,P00294442,M,26-35,12,B,3,1,3,4,12,8271
1002180,P00130442,M,26-35,12,B,3,1,3,5,,2928
1002180,P00316842,M,26-35,12,B,3,1,4,5,,2797
1002181,P00294542,M,26-35,0,B,4+,1,8,,,9778
1002181,P00325242,M,26-35,0,B,4+,1,16,,,4143
1002181,P00332142,M,26-35,0,B,4+,1,8,14,,6204
1002181,P00324942,M,26-35,0,B,4+,1,5,,,6973
1002181,P00223642,M,26-35,0,B,4+,1,11,15,,4690
1002181,P00220442,M,26-35,0,B,4+,1,5,14,,5213
1002181,P00368642,M,26-35,0,B,4+,1,11,15,,6175
1002181,P00125042,M,26-35,0,B,4+,1,11,,,7620
1002181,P00035742,M,26-35,0,B,4+,1,11,,,5937
1002181,P00244442,M,26-35,0,B,4+,1,11,,,4589
1002181,P00243742,M,26-35,0,B,4+,1,11,,,4655
1002181,P00174542,M,26-35,0,B,4+,1,11,15,,7524
1002181,P00245042,M,26-35,0,B,4+,1,11,,,4661
1002181,P00124242,M,26-35,0,B,4+,1,11,14,,1481
1002181,P00232542,M,26-35,0,B,4+,1,11,,,7509
1002181,P00257742,M,26-35,0,B,4+,1,11,,,4632
1002181,P00182542,M,26-35,0,B,4+,1,5,11,,3569
1002181,P00368542,M,26-35,0,B,4+,1,11,15,,2992
1002181,P00309342,M,26-35,0,B,4+,1,16,,,16390
1002181,P00102142,M,26-35,0,B,4+,1,13,16,,383
1002181,P00015542,M,26-35,0,B,4+,1,1,2,13,7917
1002181,P00057542,M,26-35,0,B,4+,1,3,4,5,13213
1002181,P00156842,M,26-35,0,B,4+,1,4,5,,2815
1002181,P00065242,M,26-35,0,B,4+,1,2,3,4,6420
1002181,P00070442,M,26-35,0,B,4+,1,1,15,,8308
1002181,P00244242,M,26-35,0,B,4+,1,1,2,15,8222
1002181,P00323042,M,26-35,0,B,4+,1,5,,,7038
1002181,P00022942,M,26-35,0,B,4+,1,5,8,,8828
1002181,P00313442,M,26-35,0,B,4+,1,5,6,8,8767
1002181,P00344442,M,26-35,0,B,4+,1,5,8,14,5231
1002181,P00259342,M,26-35,0,B,4+,1,5,9,,5295
1002181,P00205442,M,26-35,0,B,4+,1,5,8,14,8640
1002181,P00282642,M,26-35,0,B,4+,1,5,,,7013
1002181,P00231442,M,26-35,0,B,4+,1,5,,,5478
1002181,P00058042,M,26-35,0,B,4+,1,8,16,,10041
1002181,P00176742,M,26-35,0,B,4+,1,8,14,,9771
1002181,P00192442,M,26-35,0,B,4+,1,8,,,6011
1002181,P00182142,M,26-35,0,B,4+,1,1,5,6,11580
1002181,P00061142,M,26-35,0,B,4+,1,8,16,,6120
1002181,P00001142,M,26-35,0,B,4+,1,5,8,14,5420
1002181,P00034742,M,26-35,0,B,4+,1,5,14,17,1917
1002181,P00036942,M,26-35,0,B,4+,1,5,14,,7082
1002182,P00335542,F,26-35,4,C,1,1,8,,,7810
1002184,P00182542,M,18-25,4,C,2,0,5,11,,7051
1002184,P00250642,M,18-25,4,C,2,0,11,,,6087
1002184,P00249842,M,18-25,4,C,2,0,8,,,8132
1002185,P00265242,M,46-50,17,C,2,1,5,8,,6899
1002185,P00369042,M,46-50,17,C,2,1,8,16,,8077
1002185,P00105342,M,46-50,17,C,2,1,1,2,15,11598
1002185,P00088742,M,46-50,17,C,2,1,5,,,8660
1002185,P00357242,M,46-50,17,C,2,1,5,,,8893
1002185,P00284742,M,46-50,17,C,2,1,5,12,,6906
1002185,P00089042,M,46-50,17,C,2,1,13,,,953
1002185,P00114342,M,46-50,17,C,2,1,1,8,17,19275
1002185,P00148642,M,46-50,17,C,2,1,6,10,13,19896
1002185,P00272542,M,46-50,17,C,2,1,8,,,9932
1002186,P00075442,M,18-25,5,C,4+,0,5,11,,6960
1002186,P00365142,M,18-25,5,C,4+,0,6,16,,20655
1002186,P00113242,M,18-25,5,C,4+,0,1,6,8,19356
1002186,P00221442,M,18-25,5,C,4+,0,1,2,5,19644
1002186,P00223542,M,18-25,5,C,4+,0,1,8,17,8230
1002186,P00352142,M,18-25,5,C,4+,0,1,6,16,11442
1002186,P00221142,M,18-25,5,C,4+,0,1,,,11563
1002186,P00277942,M,18-25,5,C,4+,0,1,,,7844
1002186,P00128042,M,18-25,5,C,4+,0,1,5,18,19561
1002186,P00220142,M,18-25,5,C,4+,0,1,15,,4176
1002186,P00259842,M,18-25,5,C,4+,0,1,14,16,19502
1002186,P00142142,M,18-25,5,C,4+,0,1,2,15,15534
1002186,P00093342,M,18-25,5,C,4+,0,1,8,18,8051
1002186,P00132942,M,18-25,5,C,4+,0,1,,,7735
1002186,P00221942,M,18-25,5,C,4+,0,1,8,,19334
1002186,P00143642,M,18-25,5,C,4+,0,1,2,6,11716
1002186,P00359742,M,18-25,5,C,4+,0,1,5,,15850
1002186,P00261342,M,18-25,5,C,4+,0,1,17,,4198
1002186,P00227942,M,18-25,5,C,4+,0,2,5,,10105
1002187,P00309142,M,46-50,16,C,1,1,1,16,,15871
1002187,P00002542,M,46-50,16,C,1,1,8,14,,2044
1002187,P00157542,M,46-50,16,C,1,1,8,14,,4121
1002187,P00303242,M,46-50,16,C,1,1,5,8,,7131
1002187,P00216742,M,46-50,16,C,1,1,5,,,3491
1002187,P00300042,M,46-50,16,C,1,1,16,,,16608
1002187,P00145942,M,46-50,16,C,1,1,6,8,13,12574
1002188,P00046742,F,18-25,19,B,4+,0,1,2,15,8196
1002188,P00248142,F,18-25,19,B,4+,0,5,,,5322
1002188,P00301242,F,18-25,19,B,4+,0,5,,,1836
1002188,P00006442,F,18-25,19,B,4+,0,5,,,3442
1002188,P00150942,F,18-25,19,B,4+,0,6,11,13,12351
1002188,P00274942,F,18-25,19,B,4+,0,8,,,6199
1002188,P00054942,F,18-25,19,B,4+,0,5,8,,8863
1002188,P00234742,F,18-25,19,B,4+,0,8,,,1953
1002188,P0096542,F,18-25,19,B,4+,0,3,4,12,8415
1002188,P00063342,F,18-25,19,B,4+,0,1,2,9,11744
1002188,P00238442,F,18-25,19,B,4+,0,6,,,20253
1002188,P00045642,F,18-25,19,B,4+,0,8,14,,5926
1002188,P00002942,F,18-25,19,B,4+,0,2,15,,9711
1002188,P00364142,F,18-25,19,B,4+,0,8,,,5909
1002188,P00089342,F,18-25,19,B,4+,0,8,,,6135
1002188,P00212342,F,18-25,19,B,4+,0,8,,,7821
1002188,P0098542,F,18-25,19,B,4+,0,8,,,6020
1002188,P00079842,F,18-25,19,B,4+,0,6,8,,16060
1002189,P00236042,M,0-17,10,A,1,0,5,,,3705
1002190,P00334242,F,26-35,15,B,1,1,1,8,,19386
1002190,P00119442,F,26-35,15,B,1,1,5,,,7166
1002190,P00155742,F,26-35,15,B,1,1,8,,,8143
1002191,P00302442,M,18-25,4,C,4+,0,5,6,,3544
1002192,P00102642,F,26-35,0,B,2,0,4,8,9,2845
1002192,P00220142,F,26-35,0,B,2,0,1,15,,15816
1002192,P00305142,F,26-35,0,B,2,0,1,,,15796
1002193,P00265242,M,0-17,10,C,1,0,5,8,,8677
1002194,P00117942,M,26-35,17,C,3,0,5,15,,3708
1002194,P00244042,M,26-35,17,C,3,0,1,2,15,3933
1002194,P00127342,M,26-35,17,C,3,0,1,2,15,7934
1002194,P00182142,M,26-35,17,C,3,0,1,5,6,12027
1002194,P00221142,M,26-35,17,C,3,0,1,,,11459
1002195,P00057942,M,0-17,10,A,0,0,1,2,6,15191
1002195,P00208342,M,0-17,10,A,0,0,1,16,,15226
1002195,P00307342,M,0-17,10,A,0,0,8,,,10034
1002195,P00323942,M,0-17,10,A,0,0,8,15,,9834
1002195,P00018042,M,0-17,10,A,0,0,15,16,,17264
1002195,P00190542,M,0-17,10,A,0,0,3,4,,3118
1002195,P0096942,M,0-17,10,A,0,0,3,4,,2792
1002195,P00108042,M,0-17,10,A,0,0,5,,,7040
1002195,P00181542,M,0-17,10,A,0,0,11,16,,6009
1002197,P00048842,F,26-35,1,C,1,0,8,,,2300
1002198,P00259342,F,36-45,9,C,1,0,5,9,,7098
1002198,P00000742,F,36-45,9,C,1,0,5,14,,8592
1002198,P00356742,F,36-45,9,C,1,0,5,,,8777
1002198,P00183242,F,36-45,9,C,1,0,5,15,,7030
1002199,P00060442,M,0-17,10,B,3,0,5,14,,1910
1002199,P00250242,M,0-17,10,B,3,0,5,,,7002
1002199,P00219842,M,0-17,10,B,3,0,5,,,7033
1002199,P00074342,M,0-17,10,B,3,0,5,,,3463
1002200,P00110542,M,36-45,1,C,3,0,8,,,10082
1002200,P00237542,M,36-45,1,C,3,0,1,15,16,19664
1002200,P00065042,M,36-45,1,C,3,0,5,15,,7137
1002200,P00249542,M,36-45,1,C,3,0,1,5,15,15320
1002201,P00110942,M,55+,20,C,3,1,1,2,,18967
1002201,P00284842,M,55+,20,C,3,1,1,8,17,11882
1002201,P00343042,M,55+,20,C,3,1,5,18,,8689
1002201,P00177342,M,55+,20,C,3,1,8,,,9974
1002201,P0095542,M,55+,20,C,3,1,2,4,9,9565
1002202,P00139942,F,0-17,10,C,2,0,5,,,7091
1002202,P00057542,F,0-17,10,C,2,0,3,4,5,3055
1002203,P00016842,M,46-50,12,B,4+,1,1,2,15,11694
1002203,P00177442,M,46-50,12,B,4+,1,1,6,8,19205
1002203,P00317642,M,46-50,12,B,4+,1,1,2,17,15738
1002203,P00140742,M,46-50,12,B,4+,1,1,15,,15649
1002203,P00352742,M,46-50,12,B,4+,1,1,,,11502
1002203,P00163242,M,46-50,12,B,4+,1,1,8,14,11917
1002203,P00019942,M,46-50,12,B,4+,1,1,,,11571
1002203,P00035142,M,46-50,12,B,4+,1,1,5,,15335
1002203,P00227942,M,46-50,12,B,4+,1,2,5,,9627
1002203,P00034742,M,46-50,12,B,4+,1,5,14,17,8735
1002203,P00003942,M,46-50,12,B,4+,1,5,14,,5399
1002203,P00252042,M,46-50,12,B,4+,1,5,14,,5164
1002203,P00051442,M,46-50,12,B,4+,1,8,17,,9957
1002203,P00223542,M,46-50,12,B,4+,1,1,8,17,15480
1002203,P00246942,M,46-50,12,B,4+,1,17,,,13105
1002203,P00281542,M,46-50,12,B,4+,1,5,,,8836
1002203,P00257542,M,46-50,12,B,4+,1,5,,,8660
1002203,P00282042,M,46-50,12,B,4+,1,5,15,,5270
1002203,P00254842,M,46-50,12,B,4+,1,5,13,,7175
1002203,P00316342,M,46-50,12,B,4+,1,5,9,,5464
1002203,P00049242,M,46-50,12,B,4+,1,5,,,3565
1002204,P0094442,M,55+,3,B,4+,1,18,,,2390
1002204,P00246642,M,55+,3,B,4+,1,15,,,16970
1002204,P00367742,M,55+,3,B,4+,1,11,15,,1699
1002205,P00119742,F,26-35,7,A,3,1,5,8,12,6862
1002205,P00028842,F,26-35,7,A,3,1,6,8,,12046
1002205,P00117442,F,26-35,7,A,3,1,5,14,,8894
1002205,P00114842,F,26-35,7,A,3,1,5,,,5221
1002205,P00319342,F,26-35,7,A,3,1,5,8,,5228
1002205,P00175942,F,26-35,7,A,3,1,8,,,5935
1002205,P00331942,F,26-35,7,A,3,1,5,,,5395
1002205,P00106942,F,26-35,7,A,3,1,8,,,6143
1002205,P00249642,F,26-35,7,A,3,1,3,5,,5608
1002205,P00141442,F,26-35,7,A,3,1,8,14,,4097
1002205,P00285842,F,26-35,7,A,3,1,5,,,8900
1002205,P00227142,F,26-35,7,A,3,1,5,,,3518
1002205,P00303242,F,26-35,7,A,3,1,5,8,,5177
1002205,P00046742,F,26-35,7,A,3,1,1,2,15,15857
